,asset,time,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
45,btc,2014-02-15T00:00:00.000000000Z,151828,2.08368328,8115479465.42532072022526668072,24368.1050458188,72.96180571,654.377060198714,12401839.79395748,61457,111229147.71611703984594161366,27.7812686635451
46,btc,2014-02-16T00:00:00.000000000Z,135691,1.98508729,7732488989.65806090902573888864,25486.3744356631,58.3426837,623.250321948568,12406714.79395748,57435,132535709.70438948052315461496,27.7173790324108
47,btc,2014-02-17T00:00:00.000000000Z,173737,2.01155832,7835234697.49066164373673407992,24113.6485813296,56.63914407,631.334596306254,12410589.79395748,61436,138336036.4199764688472004491,27.6624526008396
48,btc,2014-02-18T00:00:00.000000000Z,154278,1.99849686,7787368652.68850522597490962032,25358.2239919788,58.69162552,627.271761415484,12414664.79395748,64161,132682790.4906998933817194692,27.6010714252029
49,btc,2014-02-19T00:00:00.000000000Z,181354,1.9894402,7744159486.4505184754036663004,31114.3852662318,56.49517071,623.54013694623,12419664.79395748,72495,137076486.1655190047411093505,27.5202958365138
50,btc,2014-02-20T00:00:00.000000000Z,179241,1.80129677,7004311226.10135961600484217204,27536.2309606151,62.73593033,563.768561098773,12424089.79395748,68604,111647523.02728842705946667805,27.4627030864215
51,btc,2014-02-21T00:00:00.000000000Z,180043,1.85383269,7212206643.6676316969731331502,23646.9328023361,71.81146794,580.324315973115,12427889.79395748,70573,100432519.34941399766510188725,27.407977859189
52,btc,2014-02-22T00:00:00.000000000Z,152477,1.93944631,7548010095.1619554728211209804,28002.9467396085,76.94725312,607.12463333723,12432389.79395748,57544,98093301.4343109356751732719,27.3113835302244
53,btc,2014-02-23T00:00:00.000000000Z,162703,1.94857991,7587343600.97768224457682332556,26136.0836236346,75.80264067,610.082323746347,12436589.79395748,59341,100093394.295189567924573155,27.2519471858998
54,btc,2014-02-24T00:00:00.000000000Z,217723,1.7420652,6746537217.6273677016222722586,29714.2379292513,43.85091153,542.266650753945,12441364.79395748,74409,153851698.4494259009224057827,27.1638263583106
55,btc,2014-02-25T00:00:00.000000000Z,209042,1.72827883,6642199671.02090692792216919496,25047.0801393165,30.05375432,533.707644436002,12445389.79395748,79446,221010646.47173312366623407768,27.094934253442
56,btc,2014-02-26T00:00:00.000000000Z,198825,1.89989181,7315347427.4734819763820763152,28625.2344449332,50.37354783,587.57858829924,12449989.79395748,72156,145222001.2724964888429813684,27.0342469020877
